Weight,Color,Class
115.24905932422371,yellow,banana
195.10194905301452,orange,orange
176.32086871727014,yellow,unknown
143.37107478511007,orange,orange
150.80657516983592,orange,orange
156.25148423842657,red,apple
88.74795394727128,yellow,banana
142.5846785243821,red,apple
129.54047256006604,red,apple
119.95139970315253,red,apple
141.56699121342135,yellow,banana
203.93059580548567,yellow,unknown
169.22528583801028,orange,orange
132.8646303065161,red,apple
167.17748344068477,orange,orange
